number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,unit price of residence space,unit price of building space,total cost,month,day,latitude,longitude
4,2.5,2540,38677,2.0,0,0,3,2540,0,1987,2000,Redmond,WA 98053,7.439138182,21.84830286,0.918475063,3,6,27,47.6693865,-122.0443042
4,2.75,3190,10970,2.0,0,0,3,3190,0,1994,0,Sammamish,WA 98075,6.255965442,32.70351082,0.507831252,3,6,27,47.586185,-122.02907
3,2.5,1660,1545,2.0,0,2,3,1400,260,2002,0,Seattle,WA 98109,7.257511163,57.77855042,0.349128936,4,6,27,33.50783476,-86.8220593
3,2.5,2440,4153,2.0,0,0,3,2440,0,2003,0,Redmond,WA 98052,7.53863133,37.61246015,0.579617005,4,6,27,47.664992,-122.087069
3,2.5,3580,54450,1.5,0,0,3,3580,0,1990,2009,Maple Valley,WA 98038,7.841212747,15.69545534,0.666124101,4,6,27,47.402561,-122.032577
3,3.0,2630,4896,2.0,0,0,3,2630,0,2006,0,Redmond,WA 98052,6.287080568,43.72207723,0.489075357,4,6,27,47.693134,-122.132824
4,2.25,3190,11597,2.0,0,0,3,2300,890,1984,0,Sammamish,WA 98074,6.576910326,32.31571944,0.944051376,4,6,27,47.632293,-122.039317
5,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,Lake Forest Park,WA 98155,7.876682678,22.52220932,0.923050715,4,6,27,47.75875,-122.274041
4,2.75,3610,8580,2.0,0,0,3,3610,0,2014,0,Kirkland,WA 98033,7.723553868,33.45565517,0.742264264,4,6,27,47.670669,-122.172936
4,4.25,4390,13833,2.0,0,3,3,3320,1070,2003,0,Issaquah,WA 98029,7.454507549,31.64918784,0.138396599,4,6,27,47.5566098,-122.0263387
5,2.75,3650,13297,2.0,0,0,5,2750,900,1969,0,Mercer Island,WA 98040,7.735707689,41.56793318,0.207225437,4,6,27,47.549646,-122.227845
4,3.0,3900,9750,1.0,0,4,5,2520,1380,1972,0,Bellevue,WA 98006,7.673852221,52.8327142,0.518848552,4,6,27,47.560556,-122.157803
4,4.5,6640,53330,2.0,0,0,3,6640,0,1993,0,Woodinville,WA 98077,7.513990587,29.10547879,0.917953443,4,6,27,47.728352,-122.045948
2,1.75,1910,3376,2.0,0,0,3,1910,0,1980,0,Maple Valley,WA 98038,6.996320292,16.54692302,0.376125911,1,6,28,47.58413012,-122.05483766
3,1.0,1040,8128,1.0,0,0,3,1040,0,1983,2009,Duvall,WA 98019,7.673469361,28.46381309,0.109782891,1,6,28,47.742554,-121.981107
4,1.0,1370,8499,1.0,0,0,3,1370,0,1949,1998,Shoreline,WA 98155,7.031633187,29.48558313,0.266983488,2,6,28,47.735952,-122.301018
3,1.75,1700,17355,1.0,0,0,3,1200,500,1978,0,Maple Valley,WA 98038,6.414529962,19.38232556,0.926497262,2,6,28,47.363629,-122.0574923
3,1.0,1200,9087,1.0,0,0,5,1200,0,1969,0,Newcastle,WA 98056,6.081360323,40.34520998,0.822917149,2,6,28,47.523374,-122.177223
3,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0,Seattle,WA 98117,6.876642687,42.37370575,0.957349419,2,6,28,47.678917,-122.373317
3,2.5,1700,9100,1.0,0,0,3,1160,540,1998,2006,Seattle,WA 98126,6.728195523,37.47584986,0.757085625,2,6,28,47.536858,-122.377882
5,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,Seattle,WA 98125,6.850757182,28.96698816,0.479833251,3,6,28,47.701451,-122.30124
4,2.5,3130,40918,2.0,0,0,3,3130,0,1994,0,North Bend,WA 98045,7.945427618,12.74761872,0.86424963,3,6,28,47.476171,-121.722712
4,2.5,2190,11500,1.0,0,0,4,1430,760,1972,0,Bellevue,WA 98006,7.535740265,40.08742703,0.44225563,3,6,28,47.566728,-122.147296
3,1.0,1800,7650,1.0,0,0,5,1800,0,1957,0,Renton,WA 98056,6.598481575,18.56951995,0.880473047,1,6,29,40.696509,-89.5840363
5,2.75,2130,6222,1.0,0,0,3,1300,830,1991,0,Seattle,WA 98118,7.376047911,18.75674781,0.660505158,2,6,29,47.527257,-122.2760899
3,2.0,1610,15005,1.0,0,0,4,1610,0,1986,0,Carnation,WA 98014,7.201002668,24.58012614,0.555547595,2,6,29,47.688638,-121.911374
3,3.5,1360,1275,2.0,0,0,3,1240,120,2007,0,Seattle,WA 98144,6.920445766,41.76518218,0.443607111,2,6,29,47.590458,-122.31507
4,2.75,2950,15540,1.0,0,0,4,2120,830,1974,0,Kent,WA 98042,6.278938622,17.33748661,0.82869845,2,6,29,47.384811,-122.150812
3,2.25,2120,54014,2.0,0,0,4,2120,0,1964,0,Bellevue,WA 98005,7.963331737,36.01249629,0.527809771,4,6,29,47.6481031,-122.1596329
2,1.0,930,7623,1.0,0,0,2,930,0,1942,0,Burien,WA 98166,6.601592657,15.7294361,0.068146954,1,6,30,47.466996,-122.348907
2,1.0,1200,24792,2.0,0,0,2,1200,0,1976,0,Redmond,WA 98053,7.662664827,18.06828971,0.020310816,1,6,30,47.633741,-121.960843
2,1.0,900,28800,1.0,0,0,1,900,0,1928,0,Snoqualmie,WA 98065,6.116533058,41.72025304,0.030285765,1,6,30,33.54393784,-86.54003076
2,1.5,1068,1758,2.0,0,0,3,1068,0,1990,2009,Kenmore,WA 98028,7.759016889,28.02875776,0.787080441,1,6,30,47.7526506,-122.2440501
3,2.75,1300,14197,1.0,0,0,3,860,440,1996,0,Kent,WA 98030,7.334418444,20.70477374,0.456993889,1,6,30,47.365241,-122.1830493
3,2.0,1440,9220,1.0,0,0,3,1440,0,1965,1993,Des Moines,WA 98198,7.417149475,17.64822781,0.899373423,1,6,30,47.37022,-122.31723
2,1.0,1320,9967,1.0,0,0,3,940,380,1919,2001,Seattle,WA 98108,6.169592744,31.16533393,0.019413936,1,6,30,47.569355,-122.296317
3,1.75,1410,8100,2.0,0,0,3,1410,0,1985,0,Maple Valley,WA 98038,6.233222075,24.57233627,0.931638559,1,6,30,47.361685,-122.046018
2,2.0,1860,10856,1.0,0,0,3,1260,600,1952,2008,Seattle,WA 98178,7.711141452,13.70495315,0.817487671,1,6,30,47.4990043,-122.26502131
3,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0,Burien,WA 98148,6.895669648,19.55117688,0.889801571,1,6,30,47.461159,-122.324835
2,1.0,960,8153,1.0,0,0,3,960,0,1947,2012,Shoreline,WA 98155,6.49480833,43.29281465,0.567844656,2,6,30,47.734062,-122.30007
3,1.0,1010,8800,1.0,0,0,4,1010,0,1954,1979,Seattle,WA 98118,6.38870195,42.69632704,0.57804727,2,6,30,47.5483488,-122.2778628
3,2.25,2310,7200,2.0,0,0,3,2310,0,1990,2009,Kent,WA 98031,7.422249469,17.89295159,0.387690463,2,6,30,47.405129,-122.192916
4,2.5,2340,11784,2.0,0,0,3,2340,0,1997,0,Kent,WA 98042,6.578893878,16.86347094,0.908001174,2,6,30,47.38518823,-122.14935346
4,2.5,2230,5970,2.0,0,0,4,2230,0,2002,0,Covington,WA 98042,6.609190343,22.01235786,0.318600706,2,6,30,47.374649,-122.131063
4,2.5,2280,5000,2.0,0,0,3,2280,0,2006,0,Maple Valley,WA 98038,6.809875657,20.45895164,0.803061647,2,6,30,47.359313,-122.037127
2,1.0,970,5750,1.0,0,0,4,970,0,1932,1958,Seattle,WA 98126,7.459582587,43.79437851,0.655424251,2,6,30,47.5518,-122.370005
3,1.0,960,8855,1.0,0,0,4,960,0,1958,1972,Shoreline,WA 98155,7.61511032,47.30907898,0.058677042,2,6,30,25.95169795,-80.19915501
4,2.75,2140,10316,2.0,0,0,3,2140,0,1993,0,Auburn,WA 98001,7.077960856,19.49576612,0.879267677,2,6,30,47.353698,-122.274334
3,1.0,1320,7341,1.0,0,0,3,1320,0,1982,0,Shoreline,WA 98155,7.563252526,34.57362161,0.447292102,2,6,30,47.736796,-122.294907
4,2.5,2700,6998,2.0,0,0,3,2700,0,2001,0,Tukwila,WA 98168,6.432705887,20.5328452,0.607366661,2,6,30,47.469379,-122.263186
3,1.75,1300,7030,1.0,0,0,3,1300,0,1968,1997,Kirkland,WA 98034,7.102127268,37.34153668,0.805848159,2,6,30,47.721028,-122.178916
4,2.5,2570,7859,2.0,0,0,3,2570,0,1992,0,Maple Valley,WA 98038,7.617610673,18.37406385,0.63117093,2,6,30,47.37321606,-122.0446955
2,1.0,870,5750,1.0,0,0,4,870,0,1947,1988,Seattle,WA 98116,7.799437057,53.58513747,0.956535055,2,6,30,47.5636776,-122.3951648
5,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,Seattle,WA 98118,6.400094929,21.52793266,0.461418171,2,6,30,47.535698,-122.272893
2,1.75,1510,4980,1.0,0,0,3,1510,0,2006,0,Redmond,WA 98053,7.074120441,37.11576481,0.639593054,2,6,30,47.719041,-122.023034
2,2.0,1090,934,3.0,0,0,3,1090,0,2008,0,Seattle,WA 98109,6.989692984,55.99301724,0.138218243,2,6,30,47.63414,-122.342011
3,2.25,1370,1524,3.0,0,0,3,1370,0,2005,0,Seattle,WA 98103,7.415163352,41.85558917,0.69992501,2,6,30,33.431652,-111.625961
4,2.0,1880,3840,1.0,0,0,3,970,910,1904,0,Seattle,WA 98144,6.467162671,34.56635033,0.59326652,2,6,30,47.5929256,-122.3028282
4,2.5,2290,11173,2.0,0,0,4,2290,0,1988,0,Renton,WA 98058,6.013342272,27.09815219,0.942792033,2,6,30,47.52292484,-122.16236984
3,2.5,3180,7904,1.0,0,0,3,1810,1370,2006,0,Renton,WA 98056,7.444284887,18.04339211,0.201597453,2,6,30,47.489062,-122.181041
4,2.25,2070,39446,1.0,0,0,3,1470,600,1977,2004,Lake Forest Park,WA 98155,6.048444773,33.74442147,0.097701788,2,6,30,47.776558,-122.275792
4,2.5,2960,6031,2.0,0,0,3,2960,0,2005,0,Maple Valley,WA 98038,6.541904085,21.96101308,0.601865858,2,6,30,47.3597248,-122.0399765
3,2.5,1220,1330,2.0,0,0,3,1010,210,2008,0,Seattle,WA 98117,7.87395626,46.84752474,0.665758122,2,6,30,47.6903458,-122.3700771
3,1.75,3600,8666,2.0,0,0,4,2400,1200,1948,0,Kirkland,WA 98033,6.594135857,19.3592673,0.025067921,2,6,30,47.6893622,-122.1670742
4,3.0,2440,9664,2.0,0,0,3,1890,550,1981,2013,Kenmore,WA 98028,7.329177772,24.94065616,0.479765771,2,6,30,47.764711,-122.253089
4,3.0,2330,3497,2.0,0,0,3,1920,410,2003,0,Seattle,WA 98108,6.145155844,33.44239343,0.519538688,2,6,30,47.55395236,-122.30760934
3,2.25,1470,4322,2.0,0,0,3,1470,0,1985,0,Issaquah,WA 98029,7.631130906,43.10759379,0.240413393,2,6,30,47.567116,-122.017981
3,2.25,2090,10733,1.0,0,0,3,1440,650,1958,2004,Seattle,WA 98115,6.259282332,35.83362225,0.345010893,2,6,30,47.697125,-122.28115
4,1.75,2120,9786,1.0,0,0,3,1640,480,1967,2011,Shoreline,WA 98177,7.075062643,28.93678681,0.846710022,2,6,30,26.662898,-81.989884
4,3.0,3720,15048,3.0,0,0,3,3720,0,1979,2014,Renton,WA 98059,7.169289904,18.46944384,0.068818642,3,6,30,47.511614,-122.144122
3,2.5,2600,4506,2.0,0,0,3,2600,0,2003,0,Kenmore,WA 98028,7.792384647,25.23615306,0.105674368,3,6,30,47.735372,-122.222082
4,2.25,1980,15086,2.0,0,0,3,1980,0,1981,2013,Sammamish,WA 98074,6.908427339,31.78723849,0.913374143,3,6,30,47.646939,-122.06392
3,1.0,1580,6300,1.0,0,0,3,1180,400,1925,2002,Seattle,WA 98199,7.402812454,41.98177354,0.942639386,3,6,30,47.650485,-122.383871
5,2.75,2520,16100,1.0,0,3,4,1570,950,1960,2001,Mercer Island,WA 98040,6.320930277,34.02185066,0.005646628,3,6,30,47.527824,-122.223864
3,2.5,1460,1613,2.0,0,0,3,1180,280,2007,0,Seattle,WA 98117,7.163496725,51.38029346,0.573675217,3,6,30,47.678163,-122.374931
4,1.5,2750,128502,1.0,0,0,2,1500,1250,1958,0,Renton,WA 98055,6.475126034,26.06580919,0.103184825,3,6,30,47.434789,-122.198097
3,2.25,1720,9600,1.0,0,0,4,1220,500,1967,0,Redmond,WA 98052,6.000759619,50.48586452,0.502018321,3,6,30,47.6580575,-122.126277
3,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013,Lake Forest Park,WA 98155,7.492582807,34.67733194,0.197207368,3,6,30,47.763568,-122.273853
3,2.0,1890,29185,1.0,0,0,3,1470,420,1949,2013,Bellevue,WA 98006,6.009966943,48.2881194,0.122594008,3,6,30,47.562037,-122.167925
3,2.5,3350,4007,2.0,0,0,3,2550,800,2005,0,Kirkland,WA 98034,7.225265708,25.27547431,0.801897253,3,6,30,47.7276683,-122.2069743
4,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,Seattle,WA 98117,7.092478349,37.50102482,0.158975358,3,6,30,47.688236,-122.381856
5,3.0,2870,5700,1.0,0,0,3,1950,920,1964,2000,Seattle,WA 98103,7.606886798,34.12742901,0.459832302,4,6,30,47.6621,-122.329791
4,2.5,3500,7048,2.0,0,0,3,3500,0,2005,0,Redmond,WA 98053,7.260229619,29.17312037,0.756058072,4,6,30,47.680903,-122.024696
3,2.5,2650,2387,2.0,0,0,3,1830,820,1920,1979,Seattle,WA 98119,6.133023928,52.27701369,0.025078262,4,6,30,30.42605957,-87.22408842
4,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,Seattle,WA 98105,7.196480001,37.78842534,0.137357682,4,6,30,47.671196,-122.275835
4,2.5,3560,5265,3.0,0,0,3,3560,0,2014,0,Redmond,WA 98052,7.275120006,33.21936996,0.579668739,4,6,30,47.705085,-122.111968
4,2.5,3670,7680,2.5,0,0,3,3670,0,2007,0,Issaquah,WA 98029,7.613085672,32.32992356,0.798740313,4,6,30,47.540087,-121.992835
4,3.25,3530,8589,2.0,0,0,3,3530,0,2007,0,Kirkland,WA 98033,6.628227156,39.0965008,0.847254683,4,6,30,47.6975414,-122.1950035
4,2.75,3330,9143,2.0,0,0,4,3330,0,1995,0,Kirkland,WA 98033,6.633238797,49.01681902,0.202528951,4,6,30,47.682143,-122.18986
3,3.0,3790,5001,2.0,0,0,3,2810,980,1989,0,Seattle,WA 98122,7.165550137,41.92412064,0.738062779,4,6,30,47.603468,-122.2852036
5,3.25,4390,11250,2.0,0,0,3,4390,0,2007,0,Mercer Island,WA 98040,6.32984323,53.77072681,0.222135184,4,6,30,47.578468,-122.22506
5,3.5,5000,26540,2.0,0,3,3,3410,1590,2008,0,Mercer Island,WA 98040,6.907222633,49.97177947,0.022741773,4,6,30,47.566405,-122.210144
5,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,Seattle,WA 98144,7.956649501,49.23465843,0.513367159,4,6,30,47.578845,-122.285872
2,1.0,820,4320,1.0,0,0,3,820,0,1937,1999,Seattle,WA 98106,6.996756782,15.21368189,0.503339217,1,7,1,47.5140196,-122.3589145
3,1.0,1200,8514,1.0,0,0,3,1200,0,1959,1989,Enumclaw,WA 98022,7.266517219,12.03613394,0.971389377,1,7,1,47.204288,-122.007943
2,1.0,900,13531,1.0,0,0,3,900,0,1979,2014,Pacific,WA 98047,7.229710799,25.30419564,0.095600965,1,7,1,47.261363,-122.25087
1,1.0,590,833,1.0,0,0,4,590,0,1926,1993,Seattle,WA 98122,7.763213993,43.5174742,0.413975001,1,7,1,37.775938,-122.485786
3,1.75,1170,8239,1.0,0,0,3,1170,0,1981,2013,Covington,WA 98042,6.366945714,22.92728002,0.652096621,1,7,1,47.36789,-122.088042
3,1.75,1400,9546,1.0,0,0,4,1400,0,1984,0,Federal Way,WA 98003,7.960619236,15.22294148,0.629570193,1,7,1,40.620878,-111.883951
3,1.5,1620,9310,1.0,0,0,4,1620,0,1967,0,Covington,WA 98042,6.364635351,19.21098398,0.369103364,1,7,1,47.366439,-122.106943
3,2.0,1770,7000,1.0,0,0,3,1770,0,1986,0,Auburn,WA 98001,6.384670273,19.76953555,0.393512216,1,7,1,47.332096,-122.261214
3,2.0,1190,4072,1.5,0,0,5,1190,0,1907,0,Seattle,WA 98118,6.856952318,28.4956187,0.447046475,1,7,1,33.371413,-112.160473
3,1.0,950,9400,1.0,0,0,4,950,0,1954,1979,Bellevue,WA 98006,7.013270893,28.31376861,0.900367168,1,7,1,47.574681,-122.136126
3,2.25,1920,9680,1.0,0,0,4,1300,620,1961,2001,Kent,WA 98031,7.805004713,14.0001901,0.664420909,1,7,1,47.412068,-122.19507
2,1.0,770,7906,1.0,0,0,4,770,0,1948,0,Shoreline,WA 98155,7.876286042,41.98930919,0.085847977,1,7,1,25.94871945,-80.1895013
4,2.5,1970,6600,2.0,0,0,3,1970,0,1987,2000,Kent,WA 98030,6.390216509,18.8894452,0.879799948,1,7,1,47.349123,-122.167929
3,1.0,1090,10710,1.0,0,0,4,1090,0,1962,0,Renton,WA 98056,7.243737869,35.05392203,0.041578133,1,7,1,47.499966,-122.168965
4,2.5,2303,3826,2.0,0,0,3,2303,0,2006,0,Auburn,WA 98092,7.918597534,15.20524616,0.749559514,2,7,1,47.325844,-122.164946
3,2.75,2090,9620,1.0,0,0,3,1340,750,1987,2000,Federal Way,WA 98023,7.529206814,15.55458361,0.762552477,2,7,1,47.274066,-122.337312
3,2.25,1660,5128,2.0,0,0,3,1660,0,2001,0,Duvall,WA 98019,7.805811551,20.83306392,0.75078337,2,7,1,47.73512645,-121.96700785
3,1.0,1150,6000,1.5,0,0,3,1150,0,1927,2011,North Bend,WA 98045,7.098709611,34.77562978,0.542553725,2,7,1,42.131278,-80.092505
3,2.0,2050,13303,1.0,0,0,3,2050,0,1993,0,Federal Way,WA 98003,7.579551076,13.90664231,0.97606599,2,7,1,47.267976,-122.309925
4,2.5,1830,9601,2.0,0,0,3,1830,0,2003,0,Maple Valley,WA 98038,6.933573186,21.86100677,0.655226846,2,7,1,47.354111,-122.01542
4,1.75,2550,8976,1.0,0,0,5,1300,1250,1978,0,Kent,WA 98031,7.448487079,14.32303429,0.85111336,2,7,1,47.428623,-122.178791
3,2.5,1680,11312,1.0,0,0,3,1080,600,1959,1989,Seattle,WA 98146,7.243383812,21.83344644,0.784885726,2,7,1,53.425267,-113.508527
2,2.5,1050,1029,2.0,0,0,3,950,100,2007,0,Seattle,WA 98122,6.780317116,46.1182562,0.653119268,2,7,1,33.21971915,-87.58292793
3,2.25,1460,941,3.0,0,0,3,1460,0,2006,0,Seattle,WA 98133,7.80070129,29.00846178,0.902114585,2,7,1,47.714511,-122.356064
2,1.0,1080,7775,1.0,0,0,3,1080,0,1955,2005,Seattle,WA 98136,7.812910469,40.87849375,0.001145557,2,7,1,47.5447438,-122.3936639
3,2.0,1270,3600,1.0,0,0,3,1270,0,1963,2008,Seattle,WA 98122,7.426428228,36.03672813,0.359724958,2,7,1,47.609846,-122.297163
3,3.5,2080,5100,2.0,0,0,3,2080,0,2004,2003,Maple Valley,WA 98038,6.594120699,23.98120573,0.849814433,2,7,1,47.349885,-122.005173
4,2.5,2590,8483,2.0,0,0,3,2590,0,1991,0,Bothell,WA 98011,6.770569485,20.26155119,0.22304441,2,7,1,47.738015,-122.221101
2,1.0,860,6050,1.0,0,0,3,860,0,1952,2008,Seattle,WA 98116,6.741846146,57.16844522,0.944834235,2,7,1,47.569723,-122.3998142
3,1.75,2530,35150,1.0,0,0,4,1800,730,1977,0,Kent,WA 98042,7.157726477,14.73129048,0.43017845,2,7,1,47.391312,-122.120633
3,1.75,1040,9000,1.0,0,0,4,1040,0,1967,0,Issaquah,WA 98027,7.121423424,45.61616826,0.696706359,2,7,1,47.5255367,-122.04257
5,2.25,3740,32481,1.5,0,0,3,2240,1500,1958,2004,Des Moines,WA 98198,7.456538305,12.38601723,0.19234652,2,7,1,47.3964693,-122.3136872
4,2.5,2701,4500,2.0,0,0,3,2701,0,2014,0,Auburn,WA 98092,7.781140788,17.52321665,0.902809257,2,7,1,47.258982,-122.194031
3,2.0,1240,11172,1.0,0,0,3,1000,240,1984,0,Sammamish,WA 98074,6.811979487,47.44532733,0.003103937,2,7,1,47.6364718,-122.0369453
4,1.0,1580,8475,1.5,0,2,4,1580,0,1928,0,Seattle,WA 98178,6.164534221,40.81430945,0.162124323,2,7,1,47.510369,-122.253863
4,2.5,2530,5048,2.0,0,0,3,2530,0,2014,0,Maple Valley,WA 98038,7.230354883,21.80927586,0.517422739,2,7,1,47.355997,-122.063334
3,1.5,1300,19163,1.0,0,0,3,1300,0,1964,2000,Redmond,WA 98052,7.880952302,29.89949872,0.785792656,2,7,1,47.6685754,-122.1526414
3,2.5,1950,5689,2.0,0,0,3,1950,0,2009,0,Snoqualmie,WA 98065,6.332581456,33.98721593,0.147329868,2,7,1,47.515819,-121.873188
4,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0,Renton,WA 98056,7.722556079,22.46192347,0.681470807,2,7,1,47.5125081,-122.1918449
4,1.5,1550,5053,1.0,0,0,4,1180,370,1963,0,Seattle,WA 98118,7.189262224,36.72142599,0.655155584,2,7,1,47.549929,-122.273989
3,2.5,2530,13446,2.0,0,0,3,2530,0,1993,0,Duvall,WA 98019,7.092932911,23.13689553,0.207668029,2,7,1,47.734422,-121.960939
4,2.5,2280,42077,2.0,0,0,3,2280,0,1994,0,Kent,WA 98042,7.858385828,20.17644763,0.25251574,2,7,1,47.34244719,-122.07608999
3,1.75,1400,13775,1.0,0,0,3,1400,0,1963,2008,Kenmore,WA 98028,6.748397173,45.33146262,0.233644511,2,7,1,47.741346,-122.259188
2,1.0,1250,3825,1.0,0,0,3,850,400,1929,0,Seattle,WA 98117,6.183957436,57.73299489,0.55919608,2,7,1,47.680478,-122.38032
3,2.5,1450,1053,2.0,0,0,3,940,510,2008,0,Seattle,WA 98107,6.475350725,48.74335317,0.342603106,2,7,1,25.83359962,-80.22312187
4,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013,Seattle,WA 98115,6.145826355,26.29490024,0.211862559,2,7,1,47.676332,-122.281836
3,2.25,1640,3896,2.0,0,0,3,1640,0,1994,0,Issaquah,WA 98029,7.86437655,34.79172123,0.955334504,2,7,1,47.568839,-122.006059
3,2.25,1710,21485,2.0,0,0,3,1710,0,1989,0,Sammamish,WA 98074,7.070169453,29.52071698,0.823520081,2,7,1,34.745672,-86.573145
3,2.25,2440,47916,2.0,0,0,3,2090,350,1991,0,Redmond,WA 98053,7.886908127,19.42865367,0.294022841,2,7,1,47.634718,-121.958402
4,1.75,1430,4096,2.0,0,0,3,1430,0,1900,2005,Seattle,WA 98122,6.375585071,52.47829618,0.250851151,2,7,1,46.1200205,-122.9559949
4,2.75,2910,6334,2.0,0,0,3,2910,0,2013,1923,North Bend,WA 98045,6.225144203,26.85325383,0.343361146,2,7,1,29.6405286,-82.31158285
5,3.25,3130,12087,2.0,0,0,3,2180,950,1975,0,Issaquah,WA 98027,6.862025726,22.13536924,0.296274926,3,7,1,47.533674,-122.052239
3,2.25,1600,45613,2.0,0,0,4,1600,0,1983,0,Woodinville,WA 98072,6.48155731,28.09743912,0.712398217,3,7,1,47.75226,-122.117077
4,2.75,2200,9778,1.0,0,0,4,1100,1100,1962,0,Bellevue,WA 98006,6.002686983,34.11296328,0.928663522,3,7,1,47.547248,-122.1761
3,1.75,1990,9594,1.0,0,0,3,1190,800,1977,2004,Redmond,WA 98052,6.636254184,36.01504456,0.50072184,3,7,1,47.6617023,-122.1368843
3,1.75,1750,7020,2.0,0,0,3,1750,0,1934,1978,Black Diamond,WA 98010,6.63020043,40.56078556,0.846065074,3,7,1,47.326321,-122.038201
3,2.5,2010,7200,2.0,0,0,3,2010,0,1994,0,Kenmore,WA 98028,6.561831825,36.17997452,0.80033788,3,7,1,47.73719,-122.223105
3,2.5,3660,39478,2.0,0,2,4,3260,400,1989,0,Enumclaw,WA 98022,7.343149359,11.98862473,0.716797951,3,7,1,47.24120648,-121.97239011
4,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0,Seattle,WA 98117,7.743181677,46.67510743,0.562878487,3,7,1,47.677082,-122.396932
3,1.75,2050,9580,1.0,0,0,3,1400,650,1984,0,Sammamish,WA 98074,7.46378694,31.35312168,0.842947041,3,7,1,47.621125,-122.03805
4,2.5,2180,10140,1.0,0,0,4,1180,1000,1968,0,Redmond,WA 98052,6.41253503,35.70163792,0.629240201,3,7,1,47.682191,-122.111301
4,2.5,2440,11005,2.0,0,0,3,2440,0,1994,0,Newcastle,WA 98056,7.707314268,26.22217588,0.646904366,3,7,1,47.5319304,-122.1760107
3,2.5,1530,3210,1.5,0,0,5,1010,520,1928,1970,Seattle,WA 98117,7.495654803,46.98591046,0.823026908,3,7,1,47.691264,-122.393256
4,1.0,1410,3376,1.5,0,0,5,1410,0,1911,1984,Seattle,WA 98107,7.300451704,52.37420355,0.968865159,3,7,1,47.660596,-122.365015
3,2.5,2200,11000,2.0,0,2,3,2200,0,1978,0,Bellevue,WA 98008,6.579811913,35.14916069,0.983660258,3,7,1,47.597049,-122.110058
4,1.0,1630,2566,1.5,0,0,3,1630,0,1921,2000,Seattle,WA 98122,6.537573596,53.71159789,0.514804325,3,7,1,37.753388,-122.483191
3,2.0,1410,6413,1.0,0,0,4,910,500,1947,1988,Seattle,WA 98115,7.614017885,54.1951786,0.167386949,3,7,1,47.6825473,-122.2983319
5,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012,Seattle,WA 98125,7.522909213,26.00617071,0.290192842,3,7,1,47.704758,-122.27887
2,2.5,2510,14878,2.0,0,0,3,2510,0,1990,2009,Bothell,WA 98011,6.562259216,31.83870352,0.774081215,3,7,1,47.75247,-122.204871
4,1.75,1700,5846,1.0,0,0,3,1700,0,1957,2000,Seattle,WA 98199,6.730053695,52.67568982,0.338874043,3,7,1,47.65387,-122.408101
4,3.0,2130,6325,1.0,0,0,5,1440,690,1948,1985,Seattle,WA 98116,6.148410568,47.04416757,0.100394069,3,7,1,47.568341,-122.395742
3,2.5,2390,1984,2.0,0,0,3,2220,170,2008,0,Issaquah,WA 98029,6.170908666,41.9081501,0.957179977,3,7,1,47.5404829,-122.0269084
4,2.5,3350,46748,2.0,0,0,3,3350,0,2004,2003,Black Diamond,WA 98010,7.897140215,12.6255675,0.855921651,3,7,1,47.34321,-122.025107
3,2.0,2570,28500,1.0,0,0,3,1970,600,1983,2009,Redmond,WA 98052,7.676309623,24.09920235,0.843644362,3,7,1,47.7317762,-122.1380167
4,2.5,1820,20011,2.0,0,0,3,1820,0,1987,2000,Sammamish,WA 98075,6.734982892,50.82831169,0.374258395,3,7,1,47.584244,-122.045209
4,2.5,2600,7200,2.0,0,0,3,2600,0,1962,2002,Seattle,WA 98115,7.700470019,34.45829728,0.028908383,3,7,1,47.694426,-122.273872
3,2.5,2620,51354,2.0,0,0,3,2620,0,1998,2006,Woodinville,WA 98077,7.836737801,16.74327918,0.872716229,3,7,1,47.7211067,-122.0276108
3,2.0,2500,4080,1.5,0,0,5,1680,820,1922,1956,Seattle,WA 98103,7.274794658,36.92664849,0.7889023,3,7,1,47.681264,-122.345907
3,2.5,2375,4094,2.0,0,0,3,2375,0,2002,0,Redmond,WA 98052,7.918618197,36.66124975,0.694726226,4,7,1,47.662729,-122.085996
3,1.75,1860,6000,2.0,0,2,4,1860,0,1959,0,Seattle,WA 98144,6.572611216,56.39641846,0.901482847,4,7,1,47.598095,-122.288074
4,2.5,2840,12866,1.0,0,0,4,1780,1060,1977,0,Bellevue,WA 98005,7.767669896,29.68964417,0.741183613,4,7,1,47.6392073,-122.1645763
5,2.5,3290,5029,2.0,0,0,3,3290,0,2004,2003,Sammamish,WA 98075,6.207104647,35.90649665,0.2127144,4,7,1,47.5773554,-122.0560406
